ID,Barcode,ProductName,Category,SearchDate,BranchID,Branch Name,ItemFoundStatus
1,9780340733509,Power of Now,10232-E Spirituality,2025-02-26 15:58:40.880,2,Zamalek,Found
2,,الف ليله و ليله,,2025-02-26 15:58:51.490,2,Zamalek,Not Found
3,9781623717247,All That's Left to Y,10140-E Arabic Literature in Translation,2025-02-26 16:02:52.130,2,Zamalek,Found
4,9789775864277,The Golden Years of,10213-E Performing Arts,2025-02-26 16:40:36.160,2,Zamalek,Found
5,9786009950275,Blue Candle Connecti,10075-Candles,2025-02-26 16:42:04.647,2,Zamalek,Found
6,9786009950237,Pyramid Candle Cup R,10075-Candles,2025-02-26 16:42:26.540,2,Zamalek,Found
7,9786010043084,Palestine 8*16 Spira,10312-Notebooks,2025-02-26 16:44:43.650,2,Zamalek,Found
8,9789775864338,VIVE L'AMOUR,10213-E Performing Arts,2025-02-26 16:45:59.333,2,Zamalek,Found
9,9780241631621,15 Minute Arabic,10177-E Foreign Language Study,2025-02-26 17:04:15.700,2,Zamalek,Found
10,9781914325113,Effendina,10205-E Middle East History & Current Affairs,2025-02-26 17:11:10.883,2,Zamalek,Found
11,9789774169298,Neslishah,10163-E Egypt Essentials,2025-02-26 17:11:19.213,2,Zamalek,Found
12,9789774168680,Classic Egyptian Mov,10213-E Performing Arts,2025-02-26 17:11:36.607,2,Zamalek,Found
13,9781783605965,God Dies by the Nile,10199-E Literary Fiction,2025-02-26 17:18:04.187,2,Zamalek,Found
14,9789774161926,Vintage Alexandria,10163-E Egypt Essentials,2025-02-26 17:19:15.767,2,Zamalek,Found
15,9789774167829,Nubian Gold,10163-E Egypt Essentials,2025-02-26 17:21:23.767,2,Zamalek,Found
16,9781406360219,Skeleton Key,"10343-YA Adventure, Mystery & Thriller",2025-02-26 17:22:12.570,2,Zamalek,Found
17,9786010065017,ألهمن العالم,10008-A Biograpyhy & Correspondance,2025-02-26 17:29:34.827,2,Zamalek,Found
18,9789773138493,تاريخ العصامية والجر,10037-A Politics,2025-02-26 17:48:03.650,2,Zamalek,Found
19,9781913348922,Maybe You Should Tal,10236-E Therapy,2025-02-26 18:06:34.190,2,Zamalek,Found
20,اففح:ظظصصصزىشايثفةهسقزؤخةظ,,,2025-02-26 18:06:57.663,2,Zamalek,Not Found
21,9781728296227,The Boyfriend,10209-E Mystery & Thrillers,2025-02-26 18:07:40.130,2,Zamalek,Found
22,9781728296227,The Boyfriend,10209-E Mystery & Thrillers,2025-02-26 18:07:45.240,2,Zamalek,Found
23,9781913348922,Maybe You Should Tal,10236-E Therapy,2025-02-26 18:08:49.493,2,Zamalek,Found
24,9780857197689,The Psychology of Mo,10175-E Finance & Investment,2025-02-26 18:31:28.687,2,Zamalek,Found
25,842817038889,,,2025-02-26 18:56:47.980,2,Zamalek,Not Found
26,6224008792246,Egyptian Pharao 5 Co,10130-Coasters,2025-02-26 19:08:12.733,2,Zamalek,Found
27,9786009961409,Oregano Oil 15 ml,10311-Natural Beauty,2025-02-26 19:11:53.283,2,Zamalek,Found
28,9781398534759,The Lion Women of Te,10183-E General Fiction,2025-02-26 19:29:29.773,2,Zamalek,Found
29,9781949759273,Don’T F*Cking Panic,10214-E Personal Growth,2025-02-26 19:42:45.790,2,Zamalek,Found
30,9781945492846,Traces of Enayat,10199-E Literary Fiction,2025-02-26 19:51:48.893,2,Zamalek,Found
31,9789774164330,Egypt Visual Sourceb,10163-E Egypt Essentials,2025-02-26 19:55:59.120,2,Zamalek,Found
32,9781649031112,Islamic Cairo in Map,10238-E Travel Guides,2025-02-26 19:56:52.343,2,Zamalek,Found
33,9780670923175,Leaders Eat Last,10201-E Management & Leadership,2025-02-26 19:56:59.717,2,Zamalek,Found
34,9780241958223,Start With Why,10201-E Management & Leadership,2025-02-26 19:57:06.057,2,Zamalek,Found
35,9781912023011,Five Minutes in the,10391-E Journals,2025-02-26 19:59:27.127,2,Zamalek,Found
36,9781728296227,The Boyfriend,10209-E Mystery & Thrillers,2025-02-26 20:03:32.773,2,Zamalek,Found
37,9786010004515,مبخرة,10280-General Home accessories,2025-02-26 20:04:23.820,2,Zamalek,Found
38,9789770911754,ارنى الله,10009-A Classical Fiction,2025-02-26 20:20:12.390,2,Zamalek,Found
39,9781949759624,The Pivot Year,10214-E Personal Growth,2025-02-26 20:36:20.240,2,Zamalek,Found
40,9781914325113,Effendina,10205-E Middle East History & Current Affairs,2025-02-26 20:36:25.980,2,Zamalek,Found
41,9781783605941,Woman at Point Zero,10140-E Arabic Literature in Translation,2025-02-26 20:36:55.807,2,Zamalek,Found
42,9789776633940,سلوى,10008-A Biograpyhy & Correspondance,2025-02-26 21:01:53.787,2,Zamalek,Found
43,9789770939529,في دايرة الرحلة,10038-A Psychology,2025-02-26 21:04:53.833,2,Zamalek,Found
44,9786010042636,بلاطة حجر,10280-General Home accessories,2025-02-26 21:07:26.407,2,Zamalek,Found
45,9789953978574,السماح بالرحيل,10033-A Personal Growth,2025-02-26 21:08:05.273,2,Zamalek,Found
46,9789779923529,محادثات في الحب,10033-A Personal Growth,2025-02-26 21:09:21.763,2,Zamalek,Found
47,9781728296227,The Boyfriend,10209-E Mystery & Thrillers,2025-02-26 21:24:17.597,2,Zamalek,Found
48,9786010065017,ألهمن العالم,10008-A Biograpyhy & Correspondance,2025-02-26 21:41:25.283,2,Zamalek,Found
49,9786009932902,Wrapping Paper,10299-Gift Wrapping,2025-02-26 23:22:55.763,14,Maadi,Found
50,9780340923801,Power of a Positive,10201-E Management & Leadership,2025-02-26 23:23:11.503,14,Maadi,Found
51,power of now,,,2025-02-26 23:23:18.100,14,Maadi,Not Found
52,9780340733509,Power of Now,10232-E Spirituality,2025-02-26 23:23:25.693,14,Maadi,Found
53,9781250157683,Finale,10348-YA Fantasy,2025-02-26 23:24:24.240,3,Heliopolis,Found
54,9780340733509,Power of Now,10232-E Spirituality,2025-02-26 23:24:51.553,3,Heliopolis,Found
55,6223006022911,Karnak - Puzzle 500,,2025-02-27 00:55:01.083,3,Heliopolis,Not Found
56,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:02.257,3,Heliopolis,Not Found
57,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:02.910,3,Heliopolis,Not Found
58,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:04.230,3,Heliopolis,Not Found
59,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:04.870,3,Heliopolis,Not Found
60,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:06.680,3,Heliopolis,Not Found
61,6223006022911,Karnak - Puzzle 500,,2025-02-27 00:55:16.450,3,Heliopolis,Not Found
62,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:17.050,3,Heliopolis,Not Found
63,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:18.907,3,Heliopolis,Not Found
64,6223006022911,Karnak - Puzzle 500,,2025-02-27 00:55:19.540,3,Heliopolis,Not Found
65,6223006022911,Karnak - Puzzle 500,,2025-02-27 00:55:21.420,3,Heliopolis,Not Found
66,6223006022911,Karnak - Puzzle 500,,2025-02-27 00:55:22.040,3,Heliopolis,Not Found
67,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:23.923,3,Heliopolis,Not Found
68,6223006022911,Karnak - Puzzle 500,,2025-02-27 00:55:24.467,3,Heliopolis,Not Found
69,6223006022911,Karnak - Puzzle 500,,2025-02-27 00:55:26.220,3,Heliopolis,Not Found
70,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:26.850,3,Heliopolis,Not Found
71,6223006022911,Karnak - Puzzle 500,,2025-02-27 00:55:28.730,3,Heliopolis,Not Found
72,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:29.357,3,Heliopolis,Not Found
73,6223006022911,Karnak - Puzzle 500,,2025-02-27 00:55:31.237,3,Heliopolis,Not Found
74,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:31.867,3,Heliopolis,Not Found
75,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:33.540,3,Heliopolis,Not Found
76,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:34.100,3,Heliopolis,Not Found
77,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:35.993,3,Heliopolis,Not Found
78,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:36.620,3,Heliopolis,Not Found
79,6223006022911,Karnak - Puzzle 500,,2025-02-27 00:55:38.503,3,Heliopolis,Not Found
80,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:39.123,3,Heliopolis,Not Found
81,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:40.930,3,Heliopolis,Not Found
82,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:41.550,3,Heliopolis,Not Found
83,6223006022911,Karnak - Puzzle 500,,2025-02-27 00:55:43.413,3,Heliopolis,Not Found
84,6223006022911,Karnak - Puzzle 500,,2025-02-27 00:55:44.043,3,Heliopolis,Not Found
85,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:45.927,3,Heliopolis,Not Found
86,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:46.557,3,Heliopolis,Not Found
87,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:48.463,3,Heliopolis,Not Found
88,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:49.090,3,Heliopolis,Not Found
89,9789776743205,خواطر سطحية سخيفة عن,,2025-02-27 00:55:50.970,3,Heliopolis,Not Found
90,9789776438385,كليلة ودمنة,10009-A Classical Fiction,2025-02-27 09:10:18.600,2,Zamalek,Found
91,9780300254501,Woman in White : Joa,10142-E Artists A-Z,2025-02-27 09:18:56.017,2,Zamalek,Found
92,9783836587921,Vermeer. The Complet,10142-E Artists A-Z,2025-02-27 09:19:32.927,2,Zamalek,Found
93,9789777954921,لعنة الخواجة,10029-A Modern Fiction,2025-02-27 09:20:54.597,3,Heliopolis,Found
94,9781916412187,Moving Pictures Pain,10215-E Photography,2025-02-27 09:20:59.113,2,Zamalek,Found
95,9781974721849,Twin Star Exorcists,10370-YA Manga,2025-02-27 09:21:23.800,2,Zamalek,Found
96,9783836580960,Bruegel The Complete,10142-E Artists A-Z,2025-02-27 09:21:35.863,2,Zamalek,Found
97,9789779925158,جريمة قاضي الشارع,10046-A Thriller,2025-02-27 09:21:40.300,3,Heliopolis,Found
98,9780300254501,Woman in White : Joa,10142-E Artists A-Z,2025-02-27 09:21:46.190,2,Zamalek,Found
99,9783836586122,Michelangelo,10142-E Artists A-Z,2025-02-27 09:23:36.780,2,Zamalek,Found
100,9783836566612,Gustav Klimt,10142-E Artists A-Z,2025-02-27 09:24:08.517,2,Zamalek,Found
101,9789773138493,تاريخ العصامية والجر,10037-A Politics,2025-02-27 09:26:32.217,2,Zamalek,Found
102,9780805210316,Light on Yoga,10392-E DB,2025-02-27 09:27:41.460,2,Zamalek,Found
103,9783836556590,Hiroshige,10142-E Artists A-Z,2025-02-27 09:29:30.397,2,Zamalek,Found
104,9781865152042,Ancient Egypt,10163-E Egypt Essentials,2025-02-27 09:31:03.893,2,Zamalek,Found
105,اففحس:ظظشمقثصشضحعلامهساهىلزؤخة,,,2025-02-27 09:41:37.790,2,Zamalek,Not Found
106,9789778241730,عهد دميانة,10029-A Modern Fiction,2025-02-27 09:41:54.987,2,Zamalek,Found
107,9780545956253,You Don't Know Every,10092-CE Fiction (MG),2025-02-27 09:42:10.950,2,Zamalek,Found
108,9786010004470,Espresso Cup,10308-Mugs,2025-02-27 09:45:59.263,2,Zamalek,Found
109,9781974721849,Twin Star Exorcists,10370-YA Manga,2025-02-27 09:46:04.583,2,Zamalek,Found
110,,الف ليله و ليله,,2025-02-27 09:46:05.120,2,Zamalek,Not Found
111,اففح:ظظؤخىفشؤفزلاخخنستعهؤثزؤخة,,,2025-02-27 09:47:11.510,2,Zamalek,Not Found
112,اففح:ظظؤخىفشؤفزلاخخنستعهؤثزؤخة,,,2025-02-27 09:47:15.790,2,Zamalek,Not Found
113,9789779924281,أحيانا أكذب,10030-A Modern Translated Fiction,2025-02-27 09:47:20.300,2,Zamalek,Found
114,9786009982468,Diwan Craft Bag 26*3,10382-Free Bags,2025-02-27 09:55:05.437,2,Zamalek,Found
115,9786009982468,Diwan Craft Bag 26*3,10382-Free Bags,2025-02-27 09:55:07.457,2,Zamalek,Found
116,9786009982468,Diwan Craft Bag 26*3,10382-Free Bags,2025-02-27 09:55:08.580,2,Zamalek,Found
117,9786009950230,Pyramid Candle Cup G,10075-Candles,2025-02-27 10:10:38.337,14,Maadi,Found
118,9786009950230,Pyramid Candle Cup G,10075-Candles,2025-02-27 10:10:43.880,14,Maadi,Found
119,9786009950230,Pyramid Candle Cup G,10075-Candles,2025-02-27 10:10:49.613,14,Maadi,Found
120,9786009950306,Coconut & Lime Scent,10075-Candles,2025-02-27 10:11:10.117,14,Maadi,Found
121,9786009982468,Diwan Craft Bag 26*3,10382-Free Bags,2025-02-27 10:17:32.520,2,Zamalek,Found
122,9786009982468,Diwan Craft Bag 26*3,10382-Free Bags,2025-02-27 10:17:38.643,2,Zamalek,Found
123,9786009982468,Diwan Craft Bag 26*3,10382-Free Bags,2025-02-27 10:17:42.537,2,Zamalek,Found
124,9786010063334,أيوب عليه السلام,10071-CA Religious,2025-02-27 10:25:46.810,3,Heliopolis,Found
125,9781439772355,Golden Pathway Lined,10391-E Journals,2025-02-27 11:05:48.523,14,Maadi,Found
126,9786010040557,A5 Assorted HC Blank,10312-Notebooks,2025-02-27 11:06:04.180,14,Maadi,Found
127,http://www.fluffy-bear.com/,,,2025-02-27 11:07:02.713,14,Maadi,Not Found
128,http://www.fluffy-bear.com/,,,2025-02-27 11:07:07.363,14,Maadi,Not Found
129,http://www.fluffy-bear.com/,,,2025-02-27 11:07:10.863,14,Maadi,Not Found
130,http://www.fluffy-bear.com/,,,2025-02-27 11:07:28.217,14,Maadi,Not Found
131,9786010037311,LargeBowlShallow,10280-General Home accessories,2025-02-27 11:08:05.600,14,Maadi,Found
132,9786010004477,Bowl 12 cm,10280-General Home accessories,2025-02-27 11:08:40.460,14,Maadi,Found
133,9786010037311,LargeBowlShallow,10280-General Home accessories,2025-02-27 11:09:12.840,14,Maadi,Found
134,9786010004477,Bowl 12 cm,10280-General Home accessories,2025-02-27 11:09:19.150,14,Maadi,Found
135,9780312514211,Let's Talk,10109-CE Sound books(EY),2025-02-27 11:19:24.550,2,Zamalek,Found
136,9786010054899,Roll Up,10284-General Office supplies,2025-02-27 11:27:37.923,14,Maadi,Found
137,9780312336639,Meditation,10232-E Spirituality,2025-02-27 11:27:39.923,14,Maadi,Found
138,9786009954659,Leather Notebook Kha,10312-Notebooks,2025-02-27 11:28:29.923,14,Maadi,Found
139,9786009902281,Salwa Handmade Gift,10076-Cards,2025-02-27 11:38:48.627,14,Maadi,Found
140,97860099022819786009902281,,,2025-02-27 11:38:48.997,14,Maadi,Not Found
141,9786009902281,Salwa Handmade Gift,10076-Cards,2025-02-27 11:38:51.340,14,Maadi,Found
142,9789779603315,مكتبة الكلمات المفقو,10030-A Modern Translated Fiction,2025-02-27 11:41:58.813,2,Zamalek,Found
143,اففح:ظظسفخقثزقهؤايشيزؤخة,,,2025-02-27 11:43:17.847,2,Zamalek,Not Found
144,9781612680217,Rich Dad's Guide to,10175-E Finance & Investment,2025-02-27 11:43:23.617,2,Zamalek,Found
145,اففح:ظظسفخقثزقهؤايشيزؤخة,,,2025-02-27 11:43:24.180,2,Zamalek,Not Found
146,9781612680217,Rich Dad's Guide to,10175-E Finance & Investment,2025-02-27 11:43:41.457,2,Zamalek,Found
147,9789776972742,مذكرات طبيب نفسي,10038-A Psychology,2025-02-27 11:44:17.163,2,Zamalek,Found
148,9786010054813,أم كلثوم,10002-A Arts,2025-02-27 11:44:27.590,2,Zamalek,Found
149,9780062888464,Everything Is F*cked,10214-E Personal Growth,2025-02-27 11:44:37.037,2,Zamalek,Found
150,9789778242423,الخوف من العلم,10040-A Science,2025-02-27 11:44:38.617,2,Zamalek,Found
151,9786009949256,Belt Bag,10053-Bags,2025-02-27 11:45:23.100,2,Zamalek,Found
152,9786010038486,Make Up Pouch,10286-General Personal Accessories,2025-02-27 11:45:59.880,2,Zamalek,Found
153,9781853260407,Three Musketeers,10151-E Classics,2025-02-27 11:50:08.810,2,Zamalek,Found
154,9781853260087,Moby Dick,10151-E Classics,2025-02-27 11:50:14.840,2,Zamalek,Found
155,9781853260247,David Copperfield,10151-E Classics,2025-02-27 11:50:25.247,2,Zamalek,Found
156,9781853267338,Count of Monte Crist,10151-E Classics,2025-02-27 11:50:29.487,2,Zamalek,Found
157,9781785996252,Oliver Twist,10151-E Classics,2025-02-27 11:50:33.617,2,Zamalek,Found
158,9781802797596,Little Book of Rolex,10173-E Fashion,2025-02-27 11:51:31.277,2,Zamalek,Found
159,9789774246210,Luxor Portfolio,10163-E Egypt Essentials,2025-02-27 11:52:33.477,2,Zamalek,Found
160,9789774246210,Luxor Portfolio,10163-E Egypt Essentials,2025-02-27 11:56:19.133,2,Zamalek,Found
161,6222027703199,Ramadan Fun Planner,10072-Calendars & Diaries,2025-02-27 12:00:30.903,2,Zamalek,Found
162,9789777816021,خبايا 2: المجلد الثا,10029-A Modern Fiction,2025-02-27 12:07:04.567,3,Heliopolis,Found
163,6223006022911,Karnak - Puzzle 500,10418-Puzzles,2025-02-27 12:07:09.857,3,Heliopolis,Found
164,9789777816021,خبايا 2: المجلد الثا,10029-A Modern Fiction,2025-02-27 12:07:10.343,3,Heliopolis,Found
165,9781570625664,Knowing Heart,10234-E Sufism,2025-02-27 12:13:45.463,2,Zamalek,Found
166,9789770906798,اول مرة - حسن يرى كل,10066-CA Favourite Series,2025-02-27 12:13:50.883,3,Heliopolis,Found
167,9789774166822,From Christian Egypt,10163-E Egypt Essentials,2025-02-27 12:13:51.313,2,Zamalek,Found
168,9789770907283,شادى وهند فى السوق -,10066-CA Favourite Series,2025-02-27 12:13:54.487,3,Heliopolis,Found
169,9780061625992,Garden of Truth,10234-E Sufism,2025-02-27 12:13:54.707,2,Zamalek,Found
170,9780061625992,Garden of Truth,10234-E Sufism,2025-02-27 12:13:55.260,2,Zamalek,Found
171,9789774164644,Alexandria,10205-E Middle East History & Current Affairs,2025-02-27 12:13:59.563,2,Zamalek,Found
172,9781734231205,Secrets of Divine Lo,10234-E Sufism,2025-02-27 12:14:04.003,2,Zamalek,Found
173,9789774164644,Alexandria,10205-E Middle East History & Current Affairs,2025-02-27 12:14:14.590,2,Zamalek,Found
174,9781734231205,Secrets of Divine Lo,10234-E Sufism,2025-02-27 12:14:23.900,2,Zamalek,Found
175,9786009920649,Vitamin E Oil for Fa,10311-Natural Beauty,2025-02-27 12:15:00.823,2,Zamalek,Found
176,9789774168369,Medicine and Moralit,,2025-02-27 12:27:27.510,2,Zamalek,Not Found
177,9789774168369,Medicine and Moralit,,2025-02-27 12:28:01.660,2,Zamalek,Not Found
178,6921311461806,Ejection Slideway 55,10416-Toys,2025-02-27 12:31:22.410,14,Maadi,Found
179,9780763615031,Maisy Goes Shopping,,2025-02-27 12:38:36.670,2,Zamalek,Not Found
180,9780763615031,Maisy Goes Shopping,,2025-02-27 12:38:42.090,2,Zamalek,Not Found
181,9780763615031,Maisy Goes Shopping,,2025-02-27 12:38:53.417,2,Zamalek,Not Found
182,9780763677497,Maisy Learns to Swim,,2025-02-27 12:38:57.660,2,Zamalek,Not Found
183,9780763609078,Maisy's Pool,,2025-02-27 12:38:59.930,2,Zamalek,Not Found
184,9780763643683,Maisy Goes Camping,,2025-02-27 12:39:05.250,2,Zamalek,Not Found
185,9781488916267,Super Rockets,"10080-CE Art, Craft & Creativity",2025-02-27 12:41:02.390,3,Heliopolis,Found
186,9780061125898,Monk Who Sold His Fe,,2025-02-27 12:42:32.180,2,Zamalek,Not Found
187,9781783256273,The Imposter Cure,,2025-02-27 12:42:37.007,2,Zamalek,Not Found
188,9781949759594,No Idea What I’m Doi,,2025-02-27 12:42:42.007,2,Zamalek,Not Found
189,9781949759440,"When You’re Ready, T",,2025-02-27 12:42:44.930,2,Zamalek,Not Found
190,9781250765505,Simplicity Now,,2025-02-27 12:43:05.443,2,Zamalek,Not Found
191,9781250765505,Simplicity Now,,2025-02-27 12:43:10.687,2,Zamalek,Not Found
192,6930518960135,Cat Raw Soap (223007,10134-Crafts,2025-02-27 12:43:32.063,3,Heliopolis,Found
193,9781647824693,All-In on AI,,2025-02-27 12:58:13.237,2,Zamalek,Not Found
194,9781647824693,All-In on AI,,2025-02-27 12:58:16.953,2,Zamalek,Not Found
195,9781647826390,Generative Ai,,2025-02-27 12:59:12.500,2,Zamalek,Not Found
196,9780007155668,Alchemist,,2025-02-27 13:12:26.840,2,Zamalek,Not Found
197,9780007155668,Alchemist,,2025-02-27 13:12:47.360,2,Zamalek,Not Found
198,9781840227604,The Little Prince,,2025-02-27 13:12:49.190,2,Zamalek,Not Found
199,9789770907283,شادى وهند فى السوق -,,2025-02-27 13:22:42.930,3,Heliopolis,Not Found
200,6930518960135,Cat Raw Soap (223007,,2025-02-27 13:22:43.567,3,Heliopolis,Not Found
201,9789770907283,شادى وهند فى السوق -,,2025-02-27 13:22:44.057,3,Heliopolis,Not Found
202,9786009934992,Handmaid Papyrus Boo,10057-Bookmarks,2025-02-27 13:27:02.620,2,Zamalek,Found
203,9786009902288,Salwa Handmade Bookm,10057-Bookmarks,2025-02-27 13:27:52.367,2,Zamalek,Found
204,9781914325113,Effendina,10205-E Middle East History & Current Affairs,2025-02-27 13:31:03.913,2,Zamalek,Found
205,9781250268433,The Ballad of Never,10348-YA Fantasy,2025-02-27 13:32:00.213,2,Zamalek,Found
206,9781529399325,A Curse For True Lov,10348-YA Fantasy,2025-02-27 13:32:05.597,2,Zamalek,Found
207,97815293992959781529399295,,,2025-02-27 13:32:06.100,2,Zamalek,Not Found
208,9781529399325,A Curse For True Lov,10348-YA Fantasy,2025-02-27 13:32:10.477,2,Zamalek,Found
209,6223006023741,HieroglypHic 5 Bookm,10057-Bookmarks,2025-02-27 13:32:33.787,2,Zamalek,Found
210,9789770937310,الدحيح,10007-A Biography,2025-02-27 13:33:34.870,2,Zamalek,Found
211,9780062962430,It's All in Your Hea,10214-E Personal Growth,2025-02-27 13:34:41.497,3,Heliopolis,Found
212,9780062962430,It's All in Your Hea,10214-E Personal Growth,2025-02-27 13:34:53.983,3,Heliopolis,Found
213,9780714843377,It's Not How Good Yo,10214-E Personal Growth,2025-02-27 13:34:58.007,3,Heliopolis,Found
214,9781529029581,Before the Coffee Ge,10183-E General Fiction,2025-02-27 13:36:49.350,2,Zamalek,Found
215,صصصزشسثثقشمنخفلازؤخة,,,2025-02-27 13:38:30.847,2,Zamalek,Not Found
216,صصصزشسثثقشمنخفلازؤخة,,,2025-02-27 13:38:41.650,2,Zamalek,Not Found
217,9789779924373,غصون البندق 1/2,10029-A Modern Fiction,2025-02-27 13:39:13.033,2,Zamalek,Found
218,اففحس:ظظضقبغزهخظ؛نحً4حٍ×نا,,,2025-02-27 13:39:18.623,2,Zamalek,Not Found
219,اففحس:ظظضقبغزهخظ؛نحً4حٍ×نا,,,2025-02-27 13:39:23.050,2,Zamalek,Not Found
220,9789779924366,واحة اليعقوب,10029-A Modern Fiction,2025-02-27 13:39:29.940,2,Zamalek,Found
221,9786010054813,أم كلثوم,10002-A Arts,2025-02-27 13:39:36.327,2,Zamalek,Found
222,9781781252826,Triggers,10175-E Finance & Investment,2025-02-27 13:40:02.060,3,Heliopolis,Found
223,9781781252826,Triggers,10175-E Finance & Investment,2025-02-27 13:40:05.320,3,Heliopolis,Found
224,9786010006629,قاعدة خشب,10280-General Home accessories,2025-02-27 13:45:05.150,2,Zamalek,Found
225,9786010031142,Small Mugs,10308-Mugs,2025-02-27 13:54:38.963,14,Maadi,Found
226,9786010004470,Espresso Cup,10308-Mugs,2025-02-27 13:55:56.337,14,Maadi,Found
227,9786010031142,Small Mugs,10308-Mugs,2025-02-27 13:56:10.077,14,Maadi,Found
228,9780061125898,Monk Who Sold His Fe,10214-E Personal Growth,2025-02-27 13:56:10.660,2,Zamalek,Found
229,9786010031203,Skylark Big Mug with,10308-Mugs,2025-02-27 13:56:28.430,14,Maadi,Found
230,9789774168697,Cairo Since 1900,10163-E Egypt Essentials,2025-02-27 13:58:07.577,14,Maadi,Found
231,9786010008581,مصحف مقاس 17*24 مدهب,10026-A Islam,2025-02-27 14:06:59.390,2,Zamalek,Found
232,9786010008574,مصحف مقاس 14*20 مدهب,10026-A Islam,2025-02-27 14:07:07.823,2,Zamalek,Found
233,9789777702652,في ذكرى د. مبارز,10029-A Modern Fiction,2025-02-27 14:07:11.100,2,Zamalek,Found
234,9781398534759,The Lion Women of Te,10183-E General Fiction,2025-02-27 14:07:53.440,2,Zamalek,Found
235,9781529066678,The Garden Against T,10178-E Gardening,2025-02-27 14:08:02.320,2,Zamalek,Found
236,9789779924281,أحيانا أكذب,10030-A Modern Translated Fiction,2025-02-27 14:09:05.683,2,Zamalek,Found
237,9789779924281,أحيانا أكذب,10030-A Modern Translated Fiction,2025-02-27 14:11:13.863,2,Zamalek,Found
238,http://www.fluffy-bear.com/,,,2025-02-27 14:15:26.963,14,Maadi,Not Found
239,9786010032561,,,2025-02-27 14:15:54.400,14,Maadi,Not Found
240,9783836535496,Ando,10142-E Artists A-Z,2025-02-27 14:19:38.777,14,Maadi,Found
241,9789938979572,صلاة القلق,10029-A Modern Fiction,2025-02-27 14:19:44.503,2,Zamalek,Found
242,9780500519349,Dior Catwalk,10173-E Fashion,2025-02-27 14:20:30.523,14,Maadi,Found
243,9781945796067,101 Essays That Will,10185-E General Psychology,2025-02-27 14:28:39.210,3,Heliopolis,Found
244,9781419742781,Glamorous Living,10193-E Interior Design,2025-02-27 14:28:57.813,14,Maadi,Found
245,9789778616125,ملحمة الحرافيش,10009-A Classical Fiction,2025-02-27 14:30:38.410,14,Maadi,Found
246,9789776467972,جر ناعم,10025-A Humor,2025-02-27 14:30:50.100,14,Maadi,Found
247,9789776743007,نظرية برما,10025-A Humor,2025-02-27 14:31:08.313,14,Maadi,Found
248,metamorphosis,,,2025-02-27 14:33:48.360,2,Zamalek,Not Found
249,9780500051894,Giza and the Pyramid,10163-E Egypt Essentials,2025-02-27 14:35:31.710,14,Maadi,Found
250,the martian,,,2025-02-27 14:36:15.850,2,Zamalek,Not Found
251,9786010052765,The Martian,10227-E Science Fiction & Dystopia,2025-02-27 14:36:27.470,2,Zamalek,Found
252,9780671646783,Magic of Thinking Bi,10220-E Popular Psychology,2025-02-27 14:36:48.307,3,Heliopolis,Found
253,the picture of dorian gray,,,2025-02-27 14:37:05.267,2,Zamalek,Not Found
254,9789774164750,From Cairo to Baghda,10205-E Middle East History & Current Affairs,2025-02-27 14:38:02.170,14,Maadi,Found
255,9783836560108,Aalto,10142-E Artists A-Z,2025-02-27 14:43:15.083,14,Maadi,Found
256,9786010040564,Canvas Pouch,10286-General Personal Accessories,2025-02-27 14:44:01.657,14,Maadi,Found
257,9783836580779,Christo and Jeanne-C,10142-E Artists A-Z,2025-02-27 14:44:10.370,14,Maadi,Found
258,9789778800746,سيرة مولع بالهوانم,10029-A Modern Fiction,2025-02-27 14:47:06.160,2,Zamalek,Found
259,9789774164460,Al-Kitab Al-Mufid,10177-E Foreign Language Study,2025-02-27 14:50:05.087,2,Zamalek,Found
260,9780007182183,The Cairo House,10140-E Arabic Literature in Translation,2025-02-27 14:52:38.050,2,Zamalek,Found
261,9789776743007,نظرية برما,10025-A Humor,2025-02-27 14:55:33.507,14,Maadi,Found
